,n,s,gap(%),rel8_time,gap(%),rel13_time,gap(%),rel16_time,gap(%),rel17_time
0,13.0,4.0,5.754977195916104,0.0,43.614653775969394,7.0,0.4089660588748932,0.0,2.712657804070357,0.0
1,13.0,5.0,2.367432285518757,0.0,23.853601335311936,7.0,0.18457946295019287,0.0,1.525000567190198,0.0
2,13.0,6.0,0.3954371688091472,0.0,11.87184922745719,7.0,0.1509525859692044,0.0,1.1341571402968107,0.0
3,13.0,7.0,9.286179345870214e-06,0.0,5.566605562401887,7.0,9.74574690189577e-06,0.0,0.8860316339784127,0.0
4,13.0,8.0,0.2913758901117204,0.0,3.6874217989049587,7.0,0.2620152669843003,0.0,1.873759699903688,0.0
5,13.0,9.0,1.058112443392037e-05,0.0,1.932673611555134,7.0,0.02813974492566147,0.0,1.6342758680750662,0.0
6,13.0,10.0,0.08874618649315394,0.0,1.1023413128563793,7.0,0.12272473214569304,0.0,1.1023413934233994,0.0
